ID,ACTION
539,0.973838257
540,0.984061074
541,0.980632321
542,0.980457205
543,0.943194669
544,0.999999929
545,0.978536459
546,0.96862657
547,0.911151213
548,0.893970739
549,0.923844148
550,0.963339403
551,0.996851314
552,0.999999992
553,0.994635868
554,0.96304289
555,0.987185624
556,0.952536859
557,0.991218702
558,0.906520302
559,0.963355409
560,0.963417193
561,0.999999998
562,0.912276072
563,0.993609649
564,0.999999991
565,1
566,0.702925921
567,0.935250974
568,0.999999993
569,0.971826503
570,0.814713464
571,0.696158428
572,0.999999996
573,0.883455694
574,0.757206792
575,0.99846815
576,0.999999996
577,0.999999966
578,0.991275832
579,0.953031723
580,0.93374607
581,0.969432324
582,0.958733525
583,0.765704789
584,0.94165596
585,0.970220756
586,0.985864257
587,0.995250162
588,0.962755195
589,0.993276173
590,0.853928767
591,0.96838474
592,0.99999999
593,0.798918677
594,0.861596216
595,0.996256066
596,0.999999997
597,0.999999994
598,0.911771361
599,0.970597979
600,0.97060117
601,0.999999977
602,0.936746013
603,0.996060535
604,0.999999995
605,0.933659172
606,0.999999999
607,0.999999991
608,0.999999997
609,0.952017826
610,0.852335361
611,0.990048405
612,0.98544246
613,0.980915316
614,0.870903163
615,0.999999996
616,0.3692793
617,0.923628932
618,0.986793135
619,0.995726555
620,0.999999999
621,1
622,0.966830211
623,0.96425707
624,0.918097953
625,0.932364256
626,0.974778283
627,0.936163578
628,0.905884184
629,0.819543339
630,0.984280373
631,0.998000658
632,0.984202716
633,0.999999996
634,0.99010972
635,0.716374294
636,0.95842156
637,0.985832579
638,0.962598426
639,0.938369455
640,0.923115594
641,0.963235633
642,0.785214739
643,0.999999993
644,0.969301596
645,0.999999997
646,0.82924665
647,0.991479701
648,0.936965672
649,0.99583179
650,0.796645688
651,0.999999997
652,0.999999999
653,0.967596526
654,0.957394826
655,0.953449035
656,0.966981863
657,0.952851482
658,0.982047299
659,0.845052181
660,0.901813569
661,0.993951112
662,0.999999999
663,0.999999997
664,0.999999997
665,0.87569823
666,0.501101554
667,0.924814438
668,0.988991066
669,0.999999998
670,0.80568707
671,0.929540811
672,0.981386733
673,0.652494436
674,0.972020285
675,0.924544505
676,0.979951074
677,0.993120942
678,0.995385838
679,1
680,0.964513294
681,0.905065161
682,0.693607152
683,0.989599061
684,0.986434363
685,0.964080271
686,0.721923971
687,0.985465043
688,0.958385566
689,0.995627001
690,0.98568479
691,0.975681012
692,0.999999996
693,0.89675159
694,0.956418888
695,0.984127386
696,0.999999999
697,0.978965048
698,0.982975324
699,0.999999998
700,0.955115701
701,0.890933828
702,0.999999997
703,0.97444901
704,0.952925761
705,0.970794114
706,0.830733252
707,0.983576234
708,0.982219869
709,0.990318894
710,0.999999997
711,0.863554248
712,0.98898371
713,0.978885563
714,0.999999999
715,0.988027852
716,0.816804098
717,0.823790412
718,0.922006921
719,0.987949015
720,0.999999998
721,0.851918235
722,0.999999997
723,0.933992018
724,0.855723772
725,0.973246681
726,0.936638016
727,0.995754264
728,0.991313449
729,0.971074896
730,0.999999995
731,0.749257155
732,0.99994916
733,0.999999999
734,1
735,0.944429426
736,0.82055258
737,0.968247944
738,0.998481875
739,0.982481889
740,0.984314452
741,0.98719012
742,0.968005454
743,0.987998282
744,0.999999998
745,0.999999998
746,0.963996931
747,0.973563562
748,0.995626999
749,0.991363423
750,1
751,0.967178339
752,0.98726621
753,0.978982624
754,0.989922524
755,0.9853199
756,0.921710542
757,0.999999999
758,0.944888245
759,0.939081093
760,0.797087662
761,0.80919988
762,0.969341042
763,0.977354712
764,0.898295804
765,0.977895474
766,0.793155977
767,0.944909616
768,0.999999998
769,0.958560041
770,0.964627533
771,0.999999999
772,0.968276624
773,0.991720722
774,0.999999996
775,0.902979693
776,0.770249296
777,0.921973342
778,0.981019586
779,0.999999996
780,0.797037632
781,0.807805751
782,0.999999998
783,0.999999999
784,0.884808763
785,0.833281907
786,0.98012382
787,0.970598905
788,0.936540158
789,0.991697781
790,0.965911735
791,0.983488167
792,0.999999998
793,0.999999969
794,0.988010508
795,0.980506181
796,0.786399689
797,0.999999995
798,0.999498303
799,0.938445949
800,0.995154052
801,0.971074152
802,0.955854781
803,0.947254293
804,0.976539414
805,0.980304335
806,0.988928959
807,0.959256506
808,0.951928866
809,1
810,0.990278324
811,0.981690125
812,0.862662016
813,0.999604323
814,0.999999998
815,0.785836654
816,0.999999999
817,0.999999996
818,0.999999999
819,0.962782966
820,0.928406889
821,0.946747803
822,0.999999994
823,0.999999994
824,0.823952477
825,0.975299337
826,0.506898308
827,0.999999998
828,0.949095992
829,0.965237272
830,0.966421994
831,0.89880507
832,1
833,0.995436547
834,0.999999997
835,1
836,0.997271074
837,0.994598667
838,0.999999994
839,0.946082954
840,0.992737395
841,0.976651278
842,0.96619203
843,0.999999998
844,0.999999997
845,0.980349885
846,0.990860227
847,0.92836751
848,0.992255098
849,0.961707051
850,0.428854386
851,0.999999997
852,0.996749717
853,0.936302621
854,0.765882811
855,0.915611098
856,0.973391191
857,0.996109447
858,0.98048605
859,0.939985942
860,0.999999999
861,0.999999994
862,0.872287254
863,0.987784082
864,0.883158674
865,0.817154151
866,0.985812539
867,0.970288224
868,0.999999997
869,0.986980914
870,0.990466594
871,0.916691005
872,0.940972954
873,0.997482837
874,0.946225217
875,0.999999997
876,0.991661515
877,0.845591629
878,0.941048828
879,0.984830176
880,0.953345342
881,0.927801921
882,0.999999998
883,0.98059621
884,0.907785696
885,0.936992453
886,0.999999998
887,0.941889264
888,0.993550868
889,0.999999997
890,0.999999999
891,0.935266374
892,0.999999996
893,0.921050211
894,0.974932613
895,0.98572831
896,0.999999997
897,0.843189874
898,0.941306828
899,0.955302962
900,0.975254154
901,0.898949705
902,0.988198911
903,0.97974372
904,0.990182462
905,0.979783478
906,0.990233292
907,0.993578755
908,0.9890077
909,0.963743761
910,0.946887775
911,0.980946683
912,0.970397389
913,0.999999996
914,0.992573615
915,0.978267955
916,0.804387729
917,0.940588892
918,0.884313736
919,0.999999998
920,0.999999998
921,0.990037201
922,0.970088279
923,0.99999999
924,0.951536829
925,0.78633593
926,0.999999997
927,0.951439325
928,0.999999998
929,0.993543751
930,0.999999998
931,0.999999997
932,0.950660267
933,0.99058418
934,0.999999997
935,0.999999965
936,0.811264973
937,0.959832544
938,0.996053688
939,0.873796968
940,0.94864122
941,0.999999994
942,0.999999997
943,0.531654875
944,0.990152484
945,0.752121187
946,0.991512991
947,0.968074165
948,0.941464036
949,0.96536195
950,0.9785097
951,0.999999997
952,0.871034632
953,0.979751041
954,0.981893625
955,0.962842134
956,0.692097164
957,0.999999997
958,0.851240669
959,0.876257987
960,0.99999999
961,0.977239084
962,0.994067981
963,0.950864336
964,0.84549161
965,0.999999961
966,0.999999987
967,0.986206949
968,0.969012157
969,0.971497332
970,0.987682893
971,0.999999997
972,1
973,0.952347038
974,0.987803787
975,0.851131953
976,0.932997235
977,0.938519221
978,0.977694105
979,0.967033231
980,0.696158428
981,0.999999998
982,0.990382707
983,0.992126203
984,0.932318617
985,0.995976676
986,0.952106144
987,0.971154883
988,0.99343172
989,0.999999998
990,0.96728162
991,0.5342651
992,0.945874142
993,1
994,0.998511964
995,0.983464814
996,0.979755432
997,0.809115412
998,0.851808449
999,0.999999996
1000,1
1001,0.983582668
1002,0.999999995
1003,0.979705074
1004,0.963258539
1005,0.957466863
1006,0.897028538
1007,0.979106283
1008,0.999999997
1009,0.982835418
1010,0.999999989
1011,0.999999995
1012,0.981776107
1013,0.999036849
1014,0.984062348
1015,1
1016,0.935239982
1017,0.733477042
1018,0.937214701
1019,0.926280707
1020,0.998471369
1021,0.999999995
1022,0.933184708
1023,0.911901006
1024,0.990781469
1025,0.979382221
1026,0.906146929
1027,0.966197916
1028,0.970115277
1029,0.944320526
1030,0.960667785
1031,0.97997673
1032,0.999999997
1033,0.999999997
1034,0.94832832
1035,0.999999998
1036,0.999999996
1037,0.742690858
1038,0.98084095
1039,0.952797261
1040,0.999999996
1041,0.963366911
1042,0.983509173
1043,0.302010187
1044,0.449222979
1045,0.823812538
1046,0.984045025
1047,0.995828245
1048,0.97815428
1049,0.786430906
1050,0.994509135
1051,0.999999996
1052,0.999999995
1053,0.986840177
1054,0.999999985
1055,0.985509357
1056,0.88275279
1057,0.964367579
1058,0.999999999
1059,1
1060,0.96192892
1061,0.985777955
1062,0.826010112
1063,0.999999998
1064,0.945764345
1065,0.999999998
1066,0.992152731
1067,0.936299486
1068,0.851016872
1069,0.815808695
1070,0.977305162
1071,0.869328321
1072,0.987850976
1073,0.909706603
1074,0.967651146
1075,0.999106766
1076,0.999999997
1077,0.978516807
1078,0.946916548
1079,0.966488094
1080,0.845095908
1081,0.991572368
1082,1
1083,0.881836359
1084,0.992428267
1085,0.843069063
1086,0.99609028
1087,0.946134517
1088,0.966078941
1089,0.995936644
1090,0.978190499
1091,0.878518084
1092,0.975895964
1093,0.999999995
1094,0.987599965
1095,0.989420241
1096,0.946467518
1097,0.999999995
1098,0.999999998
1099,0.937663338
1100,0.999999995
1101,0.883434804
1102,0.856660795
1103,0.999607653
1104,0.962774383
1105,0.999999996
1106,0.980281803
1107,0.994725371
1108,0.99231597
1109,0.993323595
1110,0.992799488
1111,0.990278324
1112,0.999999997
1113,0.976704947
1114,0.995616746
1115,0.813953163
1116,0.900950768
1117,0.913996329
1118,0.928667232
1119,0.999999992
1120,0.99999999
1121,0.954158145
1122,0.524214075
1123,0.796137331
1124,0.971051439
1125,1
1126,0.92481718
1127,0.988542355
1128,0.979073135
1129,0.943086265
1130,0.99506648
1131,0.946427221
1132,0.940409962
1133,0.999999993
1134,0.992025138
1135,0.736890731
1136,0.954886442
1137,0.98006678
1138,0.999999997
1139,0.999010494
1140,0.999999762
1141,0.970443155
1142,0.985666767
1143,0.999999999
1144,0.97981337
1145,0.999999997
1146,0.99599005
1147,0.96668794
1148,0.780026418
1149,0.987255122
1150,1
1151,0.993921208
1152,0.999999998
1153,0.999999999
1154,0.266531302
1155,0.999999999
1156,0.99999999
1157,0.999999998
1158,0.94205636
1159,0.94793811
1160,0.908873865
1161,0.996158754
1162,0.964947591
1163,0.999999997
1164,0.999999995
1165,0.999999998
1166,0.992312185
1167,0.992916978
1168,0.999999997
1169,0.937155192
1170,0.974691992
1171,0.999999998
1172,0.9969462
1173,0.99999999
1174,0.983580977
1175,0.999999999
1176,0.992957462
1177,1
1178,0.987904527
1179,0.955591356
1180,0.905787631
1181,0.728894729
1182,0.995584511
1183,0.908114413
1184,0.999999997
1185,1
1186,0.942792455
1187,0.960722595
1188,0.517284841
1189,0.970648596
1190,0.995518768
1191,0.912575291
1192,0.999999997
1193,0.99999999
1194,0.979471949
1195,0.999999992
1196,0.999999995
1197,0.961661656
1198,0.999999997
1199,0.999999996
1200,0.991317524
1201,0.991655594
1202,0.985768092
1203,0.999999982
1204,0.975818281
1205,0.919809384
1206,0.903374586
1207,0.840584088
1208,0.965369341
1209,0.786610625
1210,0.976357827
1211,0.975860641
1212,0.97335015
1213,0.967642143
1214,0.966015054
1215,0.99774007
1216,0.907895659
1217,0.935302338
1218,0.968477865
1219,0.970002403
1220,0.926480976
1221,0.813332873
1222,0.976236183
1223,0.993303944
1224,0.830687591
1225,0.976152369
1226,0.906502315
1227,0.980589474
1228,0.999999998
1229,0.974997631
1230,0.999999999
1231,0.953712375
1232,0.936415402
1233,0.98791886
1234,0.922601827
1235,0.968499875
1236,0.841420715
1237,0.932711483
1238,0.983495128
1239,0.999999997
1240,0.967513324
1241,0.985379636
1242,0.898727054
1243,0.993889028
1244,0.999729502
1245,0.991173447
1246,0.974846706
1247,0.99104181
1248,0.996160676
1249,0.81512095
1250,0.999999997
1251,0.954067124
1252,0.963194294
1253,1
1254,0.980624768
1255,0.999999998
1256,0.999999999
1257,0.778323131
1258,0.995541925
1259,0.999999998
1260,0.918907384
1261,1
1262,0.980963521
1263,0.964788768
1264,0.971111078
1265,0.988612972
1266,0.950862207
1267,0.999999988
1268,0.999999974
1269,0.947298026
1270,0.997511552
1271,0.962840172
1272,0.999999996
1273,0.859931658
1274,0.943812412
1275,0.999482251
1276,0.999999993
1277,0.951627722
1278,0.970309979
1279,0.960423164
1280,0.99463856
1281,0.949383239
1282,0.992011665
1283,0.986141066
1284,0.913869441
1285,0.987463411
1286,0.995696515
1287,0.766655502
1288,0.747642538
1289,0.944705372
1290,0.973800558
1291,0.964159976
1292,0.913727458
1293,0.990263653
1294,0.941272538
1295,0.993540168
1296,0.85075372
1297,0.990183271
1298,0.980655602
1299,0.898243191
1300,0.999999993
1301,0.985249275
1302,0.568155408
1303,0.999999999
1304,0.980086258
1305,0.906661893
1306,0.991098786
1307,1
1308,0.988882149
1309,0.991174208
1310,0.992459822
1311,0.994051642
1312,0.999999999
1313,0.792102258
1314,0.983173398
1315,0.999999995
1316,0.993154439
1317,0.993457048
1318,0.984345414
1319,0.999999998
1320,0.988054924
1321,0.939353704
1322,0.978282351
1323,0.967995447
1324,0.999999998
1325,0.999999999
1326,0.991135048
1327,0.968672951
1328,0.981853124
1329,0.996077396
1330,0.93681798
1331,0.999999997
1332,0.951484727
1333,0.782045992
1334,0.932263907
1335,0.982076232
1336,0.983405342
1337,0.989002144
1338,1
1339,0.999999983
1340,0.953388306
1341,0.974458625
1342,0.984270515
1343,0.999999995
1344,0.984048517
1345,0.999999992
1346,0.990262275
1347,0.970424387
1348,0.995830095
1349,0.982285168
1350,0.989574223
1351,0.899532721
1352,0.949540415
1353,0.990106421
1354,0.970542975
1355,0.97899852
1356,0.970548385
1357,0.944988047
1358,0.720659967
1359,0.837029324
1360,0.875411163
1361,0.917256766
1362,0.986806546
1363,0.974399062
1364,0.946696985
1365,0.997901161
1366,0.994833319
1367,0.999999999
1368,0.988956057
1369,0.986528959
1370,0.972522319
1371,0.984187922
1372,0.928758374
1373,0.403146729
1374,0.925138327
1375,0.999999997
1376,0.986697098
1377,0.983603913
1378,0.999999999
1379,0.990408878
1380,0.91014337
1381,0.975223238
1382,0.861615253
1383,0.9353506
1384,0.999999998
1385,0.959633791
1386,0.970564701
1387,0.939958925
1388,0.951619828
1389,0.96174156
1390,0.987473219
1391,0.821983188
1392,0.859896912
1393,0.990172
1394,0.977626609
1395,0.933943477
1396,0.851307095
1397,0.981282936
1398,0.973027584
1399,0.989071448
1400,0.941217267
1401,0.999999996
1402,0.980051509
1403,0.999999996
1404,0.994902132
1405,0.985905306
1406,0.999999993
1407,0.961338537
1408,0.983229651
1409,0.912880423
1410,0.990339447
1411,0.919038012
1412,0.941626627
1413,0.80200171
1414,0.66269032
1415,0.99999999
1416,0.901876054
1417,0.937867423
1418,0.960850403
1419,0.999999998
1420,0.999999998
1421,0.93839923
1422,0.883812246
1423,0.941141616
1424,0.999999998
1425,0.477275216
1426,0.964815138
1427,0.999999998
1428,0.999999992
1429,0.786336123
1430,0.972241827
1431,0.967781058
1432,0.974426605
1433,0.436650119
1434,0.809115412
1435,0.995593985
1436,0.90547334
1437,0.999999972
1438,0.99999999
1439,0.97521599
1440,0.999999996
1441,0.853700692
1442,0.99026701
1443,0.986324098
1444,0.994849216
1445,0.992227499
1446,0.961475759
1447,0.970794103
1448,0.886788964
1449,0.986423633
1450,0.178271258
1451,0.900871594
1452,0.995006954
1453,0.91101502
1454,0.976752125
1455,0.990182968
1456,0.839550471
1457,0.999999995
1458,0.999999996
1459,0.997819263
1460,0.999999993
1461,0.979861816
1462,0.788112339
1463,0.960992877
1464,0.305430056
1465,0.939594664
1466,0.991632987
1467,0.888497217
1468,0.585718345
1469,0.954256665
1470,0.873656694
1471,0.911415072
1472,0.758212146
1473,0.863621506
1474,0.999999999
1475,0.965350778
1476,0.970790407
1477,0.941342535
1478,1
1479,0.985668948
1480,0.98345705
1481,0.997683105
1482,0.929470839
1483,0.999999996
1484,0.923426288
1485,0.977401604
1486,0.9197226
1487,0.903171058
1488,0.905253043
1489,0.977775644
1490,0.799040992
1491,0.989102372
1492,0.980377812
1493,0.96976555
1494,0.945887548
1495,0.973891725
1496,0.978964613
1497,0.999999997
1498,0.954759968
1499,0.947716028
1500,0.999999993
1501,0.99639916
1502,0.941419269
1503,0.999999988
1504,0.970849269
1505,0.999999997
1506,0.900130292
1507,0.991783865
1508,0.851268517
1509,0.991724454
1510,0.999999995
1511,0.999999998
1512,0.909574863
1513,0.991497344
1514,0.848944234
1515,0.999999996
1516,0.9589609
1517,0.803784658
1518,0.859341824
1519,0.997596931
1520,0.992980796
1521,0.980239066
1522,0.940907519
1523,0.857921799
1524,0.900372435
1525,0.999999998
1526,0.984978401
1527,0.999999997
1528,0.940851349
1529,0.939826965
1530,0.995399607
1531,0.925043811
1532,0.90916859
1533,0.999999997
1534,0.992100758
1535,0.988803607
1536,0.905360598
1537,0.999999997
1538,0.996426593
1539,0.953420317
1540,0.983584164
1541,0.999999999
1542,0.969296157
1543,0.944191567
1544,0.994901872
1545,0.982035845
1546,0.999999998
1547,0.810529982
1548,0.984466697
1549,0.999999999
1550,0.979009867
1551,0.983969824
1552,0.991146495
1553,0.999999997
1554,0.999999996
1555,0.999999972
1556,0.975241706
1557,0.94984494
1558,0.999999997
1559,0.908244428
1560,0.943220192
1561,0.991410185
1562,0.995314561
1563,0.726475943
1564,0.904976428
1565,0.981111652
1566,0.919211535
1567,0.950885619
1568,0.946889944
1569,0.850503165
1570,0.702103014
1571,0.970639729
1572,0.999999995
1573,0.788113493
1574,0.996502859
1575,0.931758857
1576,0.94580145
1577,0.991161674
1578,0.946312845
1579,0.944519598
1580,0.942033505
1581,0.991790743
1582,0.999999997
1583,0.86226474
1584,0.999999999
1585,0.944644873
1586,0.999999991
1587,0.916639026
1588,0.999999999
1589,0.979699106
1590,0.999999996
1591,0.712890179
1592,0.977294662
1593,0.971468079
1594,0.999999993
1595,0.402877153
1596,0.87993443
1597,0.967151278
1598,0.988358759
1599,0.924967461
1600,0.946484645
1601,0.941728933
1602,0.967974952
1603,0.926323143
1604,0.973844163
1605,0.988024992
1606,0.998235116
1607,0.773911254
1608,0.886268233
1609,0.93030721
1610,0.999999994
1611,0.999950368
1612,0.945294493
1613,0.999999996
1614,0.94109937
1615,0.986427703
1616,0.969907322
1617,0.886959262
1618,0.979434085
1619,0.995837143
1620,0.971014983
1621,0.895054338
1622,0.861970958
1623,0.964932306
1624,0.999999998
1625,0.983350452
1626,0.999999993
1627,0.622110761
1628,0.931707785
1629,0.980632405
1630,0.976872143
1631,0.991421453
1632,0.960968329
1633,0.939313699
1634,0.991055727
1635,0.999999996
1636,0.94359625
1637,0.830727915
1638,0.982098102
1639,0.944674017
1640,0.999999999
1641,0.993513705
1642,0.954666538
1643,0.994931602
1644,0.965392716
1645,0.770743125
1646,0.999999997
1647,0.955675594
1648,0.999999996
1649,0.999999998
1650,0.928899343
1651,0.999999998
1652,0.999999999
1653,1
1654,0.999999994
1655,0.999999993
1656,0.956191409
1657,0.968305014
1658,0.985827754
1659,0.938492488
1660,0.994141639
1661,0.992364924
1662,0.988546611
1663,0.99999999
1664,0.999999996
1665,0.950196178
1666,0.907446763
1667,0.780410516
1668,0.999999999
1669,0.987329972
1670,0.999999996
1671,0.925042909
1672,0.961743615
1673,0.876623479
1674,0.981229126
1675,0.660906497
1676,0.903972767
1677,0.999999997
1678,0.939517553
1679,0.97898081
1680,0.985542174
1681,0.914419318
1682,0.979471415
